Locality_clean,Latitude,Longitude,Year,Month,Day,Larvae,Pupae,Adults,MOTH_family,MOTH_sp,MOTH_id,feed,PARA_n1,PARA_sp1,PARA_n2,PARA_sp2,PARA_n3,PARA_sp3,PARA_n4,PARA_sp4,PARA_n5,PARA_sp5
"Uplands, Ont",NA,NA,1944,6,10,NA,1,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uplands, Ont",NA,NA,1944,6,10,NA,1,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uplands, Ont",NA,NA,1944,6,10,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uplands, Ont.",NA,NA,1941,5,13,4,NA,3,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Upper L., Que.",NA,NA,1939,9,9,5,NA,3,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Mesochorus sp.,NA,NA,NA,NA,NA,NA,NA,NA
Upsala D 34,NA,NA,1947,8,15,11,NA,1,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upsala Tp. D24,NA,NA,1947,7,25,12,NA,NA,Tortricidae,Archips cerasivorana,ARCE, colonial shelter-builders,1,Actia diffidens,4,Diptera,NA,NA,NA,NA,NA,NA
"Upsala, Ont.",NA,NA,1939,8,17,1,NA,NA,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Casinaria semiothisae,NA,NA,NA,NA,NA,NA,NA,NA
"Ushta Siding, Saak",NA,NA,1939,8,31,2,NA,1,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utopia, Ont.",NA,NA,1946,8,21,3,NA,1,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,1,Anitia hyphantriae,NA,NA,NA,NA,NA,NA,NA,NA
"Uxbridge Forest, Ont",NA,NA,1948,6,24,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uxbridge Forest, Ont.",4406,7907,1949,6,24,1,NA,NA,Geometridae,Erannis tiliaria,ERTI,solitary defoliators,1,Phryxe pecosensis,NA,NA,NA,NA,NA,NA,NA,NA
"Uxbridge, Ont",NA,NA,1948,7,5,1,NA,1,Gelechiidae,Anacampsis innocuella,ANIN,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uxbridge, Ont",NA,NA,1948,7,5,1,NA,1,Gelechiidae,Anacampsis innocuella,ANIN,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uxbridge, Ont.",NA,NA,1947,7,26,2,NA,1,Erebidae,Orgyia leucostigma,ORLE,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uxbridge, Ont.",NA,NA,1947,7,28,1,NA,1,Erebidae,Orgyia leucostigma,ORLE,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uxbridge, Ont.",NA,NA,1947,7,28,1,NA,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uxbridge, Ont.",NA,NA,1947,7,28,1,NA,1,Erebidae,Orgyia leucostigma,ORLE,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uxbridge, Ont.",NA,NA,1947,7,28,7,NA,1,Erebidae,Orgyia leucostigma,ORLE,solitary defoliators,1,Carcelia amplexa,NA,NA,NA,NA,NA,NA,NA,NA
"Uxbridge, Ont.",NA,NA,1948,6,30,1,NA,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uxbridge, Ont.",NA,NA,1949,7,15,6,NA,2,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uxbridge, Ont.",NA,NA,1945,8,6,1,NA,1,Erebidae,Orgyia leucostigma,ORLE,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uxbridge,Ont",NA,NA,1948,6,30,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uxbridge,Ont",NA,NA,1948,6,30,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Val d'Or, P.Q.",NA,NA,1937,8,26,2,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Val d'Or, P.Q.",4806,7747,1937,9,8,3,NA,2,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Mesochorus sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Val d'Or, P.Q.",NA,NA,1937,8,8,4,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Val d'Or, P.Q.",NA,NA,1939,8,14,15,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Val des Bois, Que",NA,NA,1940,8,14,8,NA,3,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Val des Bois, Que",NA,NA,1940,6,17,1,NA,1,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Val des Bois, Que",NA,NA,1939,7,4,NA,1,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Val des Bois, Que",NA,NA,1939,8,30,2,NA,2,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Val des Bois, Que.",4555,7536,1940,8,14,NA,2,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,1,Apechthis ontario,NA,NA,NA,NA,NA,NA,NA,NA
"Val des Bois, Que.",4555,7536,1940,8,14,NA,2,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,1,Apechthis ontario,NA,NA,NA,NA,NA,NA,NA,NA
"Val des Bois, Que.",4555,7536,1940,8,14,7,NA,NA,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Rogas sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Val des Bois, Que.",NA,NA,1938,7,12,3,NA,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Val des Bois, Que.",NA,NA,1938,8,7,2,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Val des Bois, Que.",4555,7536,1938,9,20,2,1,NA,Geometridae,Macaria granitata,MAGR,solitary defoliators,2,Casinaria eupitheciae Vier.,NA,NA,NA,NA,NA,NA,NA,NA
"Val des Bois, Que.",4555,7536,1939,8,30,1,NA,NA,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Hyposoter sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Val des Bois, Que.",4555,7536,1939,9,12,5,NA,3,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Hyposoter sp.,1,Chaetophlepsis orbitalis,NA,NA,NA,NA,NA,NA
"Val Emard, P.Q.",NA,NA,1937,8,24,8,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Rogas sp.,1,Chaetophlepsis orbitalis,NA,NA,NA,NA,NA,NA
"Val Rita, Ont.",NA,NA,1938,9,5,7,NA,2,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Hyposoter geometrae,NA,NA,NA,NA,NA,NA,NA,NA
Valara Barrel Lake D 25,NA,NA,1949,6,17,2,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valin Twp., Ont.",NA,NA,1941,7,7,2,NA,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valora,NA,NA,1948,6,17,2,NA,0,Gelechiidae,Anacampsis innocuella,ANIN,leaf rollers,2,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
Valora # 25,NA,NA,1948,6,17,NA,1,1,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valora # 25,NA,NA,1948,6,17,1,NA,NA,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,1,Agathis annulipes,1,Hymenoptera,NA,NA,NA,NA,NA,NA
Valora D 25,NA,NA,1948,6,17,2,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valora D 25,NA,NA,1949,6,14,2,NA,0,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,1,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
Valora D 25,NA,NA,1948,6,22,4,NA,2,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vanboughnet D36,NA,NA,1948,7,28,1,NA,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver, B.C.",NA,NA,1938,6,16,12,NA,12,Tortricidae,Rhyacionia buoliana,RHBU,internal feeders - woody,2,Calliephialtes extensor,NA,NA,NA,NA,NA,NA,NA,NA
"Vandorf, Ont",NA,NA,1949,9,8,1,NA,1,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vankleek Hill, Ont.",NA,NA,1946,6,29,NA,1,1,Erebidae,Orgyia leucostigma,ORLE,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vaudreuil, Que.",NA,NA,1941,7,17,5,NA,3,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermilion Bay,NA,NA,1948,6,22,NA,2,1,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermilion Bay # 18,NA,NA,1949,5,31,1,NA,1,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermilion Bay # 18,NA,NA,1948,6,21,NA,1,1,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermilion Bay #18,NA,NA,1948,6,18,1,NA,NA,Gelechiidae,Anacampsis innocuella,ANIN,leaf rollers,1,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
Vermilion Bay D 18,NA,NA,1949,5,25,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermilion Bay D 18,NA,NA,1948,6,17,2,NA,1,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,1,Diptera,NA,NA,NA,NA,NA,NA,NA,NA
Vermilion Bay D 18,NA,NA,1948,6,17,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermilion Bay D 25,NA,NA,1948,6,19,8,NA,1,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,1,Diptera,6,Hymenoptera,NA,NA,NA,NA,NA,NA
Vermilion Bay D 25,NA,NA,1948,6,21,3,NA,1,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,1,Diptera,1,Hymenoptera,NA,NA,NA,NA,NA,NA
Vermilion Bay Div 18,4951,9324,1948,6,17,5,NA,3,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,1,Apanteles polychoridis,NA,NA,NA,NA,NA,NA,NA,NA
Vermillion Bay D 18,NA,NA,1948,6,21,1,NA,0,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA
Vermillion Bay D 25,NA,NA,1948,6,21,1,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermillion Bay D 25,NA,NA,1948,6,22,1,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermillion Bay D 25,NA,NA,1949,6,24,1,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermillion Bay, Ont",NA,NA,1949,5,25,5,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermillion Bay, Ont",NA,NA,1948,6,21,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermillion Bay, Ont",NA,NA,1949,6,22,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermillion Bay, Ont",NA,NA,1948,6,24,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermillion Bay, Ont",NA,NA,1948,6,25,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermillion Bay, Ont",NA,NA,1948,6,24,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermillion Bay, Ont",NA,NA,1948,6,24,NA,1,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verna Lake, Ont.",NA,NA,1939,8,8,3,NA,2,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verner #71,4625,8007,1949,6,18,6,NA,1,Gelechiidae,Anacampsis innocuella,ANIN,leaf rollers,2,Microgaster sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Vernon, Ont",NA,NA,1944,6,17,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernon, Ont",NA,NA,1944,6,17,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Victoria Mines D 67,NA,NA,1948,6,4,2,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Victoria Tp., Ont",NA,NA,1943,6,21,2,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Victoria Tp., Ont",NA,NA,1946,6,8,2,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vien, Que.",NA,NA,1937,7,23,2,NA,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vien, Que.",NA,NA,1937,7,23,4,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Villars Twp., Que.",NA,NA,1941,7,17,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Villeroy P.Q.,4623,7153,1937,9,20,3,NA,0,Geometridae,Caripeta divisata,CADI,solitary defoliators,1,Madremyia saundersii,NA,NA,NA,NA,NA,NA,NA,NA
"Villeroy, P.Q.",4623,7153,1937,7,24,num,NA,NA,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,2,Apanteles sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Villeroy, Que.",NA,NA,1937,7,24,5,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vimy Ridge D45,NA,NA,1949,7,28,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vimy Ridge D45,NA,NA,1949,7,28,2,NA,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vinton, Que.",NA,NA,1940,8,5,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vittoria, Ont",4246,8019,1948,6,11,3,2,2,Tortricidae,Rhyacionia buoliana,RHBU,internal feeders - woody,1,Scambus sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Vittoria, Ont",NA,NA,1938,5,29,4,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vittoria, Ont",NA,NA,1938,5,29,NA,1,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vivian Forest, Ont.",NA,NA,1949,6,24,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Voght Twp. D 64,NA,NA,1946,8,8,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vosbourg, Ont.",NA,NA,1946,6,8,6,12,5,Tortricidae,Rhyacionia buoliana,RHBU,internal feeders - woody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wa la Corne For, Sask.",NA,NA,1939,7,18,1,NA,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wabamik #81,NA,NA,1948,6,29,9,NA,5,Gelechiidae,Anacampsis innocuella,ANIN,leaf rollers,2,Agathis sp.,1,Hymenoptera,NA,NA,NA,NA,NA,NA
Wabewawa D 63,NA,NA,1947,8,15,2,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
Wabigion Tp D 21,NA,NA,1947,6,20,5,NA,0,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,1,Diptera,NA,NA,NA,NA,NA,NA,NA,NA
Wabigoon #21D,4943,9235,1948,5,26,4,NA,NA,Gelechiidae,Anacampsis innocuella,ANIN,leaf rollers,1,Eubadizon sp.,NA,NA,NA,NA,NA,NA,NA,NA
Wabigoon Bay 25,NA,NA,1948,6,19,2,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wabigoon D 21-D,4943,9235,1947,8,19,2,NA,1,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA
Waco D 25,NA,NA,1948,6,17,3,NA,0,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,2,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
Wainswright Twp.,NA,NA,1946,6,3,11,NA,1,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wakami, Ont",NA,NA,1942,6,16,1,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wakefield, Que",NA,NA,1938,9,1,2,NA,0,Geometridae,Caripeta divisata,CADI,solitary defoliators,1,Microgaster fascetosa,NA,NA,NA,NA,NA,NA,NA,NA
"Wakefield, Que.",NA,NA,1937,7,17,2,NA,2,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wakefield, Que.",NA,NA,1940,8,10,9,NA,4,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wales, Ont.",NA,NA,1940,6,19,50,NA,18,Tortricidae,Archips cerasivorana,ARCE, colonial shelter-builders,5,Macrocentrus cerasivoranae Vier.,3,Phytomyptera leucoptera John,NA,NA,NA,NA,NA,NA
"Walkerton, Ont.",NA,NA,1949,7,25,1,NA,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walkerton, Ont.",NA,NA,1949,7,25,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walkerton, Ont.",NA,NA,1938,7,22,1,NA,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wallaceburg, Ont",4236,8223,1941,6,10,NA,15,11,Tortricidae,Rhyacionia buoliana,RHBU,internal feeders - woody,4,Itoplectis conquisitor,NA,NA,NA,NA,NA,NA,NA,NA
"Wallaceburg, Ont.",4236,8223,1946,8,7,3,NA,NA,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,1,Mericia ampelus,NA,NA,NA,NA,NA,NA,NA,NA
"Wallacetown, Ont.",NA,NA,1940,6,19,NA,1,1,Tortricidae,Rhyacionia buoliana,RHBU,internal feeders - woody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Walpord D67,NA,NA,1949,7,26,6,NA,2,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walsh, Ont",NA,NA,1942,8,4,1,NA,1,Erebidae,Orgyia leucostigma,ORLE,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walsingham, Ont",NA,NA,1942,0,arr. Adults,NA,NA,2,Erebidae,Orgyia leucostigma,ORLE,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walsingham, Ont.",NA,NA,1940,6,24,3,3,1,Tortricidae,Rhyacionia buoliana,RHBU,internal feeders - woody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wambak #81,NA,NA,1948,6,29,9,NA,5,Gelechiidae,Anacampsis innocuella,ANIN,leaf rollers,1,Agathis sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Wardaville, Ont",NA,NA,1949,6,10,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wardsville, Ont.",NA,NA,1947,8,1,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wartburg, Ont.",NA,NA,1947,8,1,5,NA,2,Erebidae,Orgyia leucostigma,ORLE,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wasagaming, Man.",NA,NA,1939,8,2,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waterford, Norfolk, Ont",NA,NA,1949,6,4,1,NA,1,Tortricidae,Rhyacionia buoliana,RHBU,internal feeders - woody,1,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
"Waterford, Norfolk, Ont",NA,NA,1949,6,4,2,1,3,Tortricidae,Rhyacionia buoliana,RHBU,internal feeders - woody,2,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
"Waterford, Ont.",NA,NA,1949,6,4,NA,7,3,Tortricidae,Rhyacionia buoliana,RHBU,internal feeders - woody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waterloo, Ont",NA,NA,1941,7,21,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waterloo, Ont",NA,NA,1942,6,1,2,NA,2,Geometridae,Alsophila pometaria,ALPO,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waterloo, Ont.",NA,NA,1941,7,21,2,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Waubamit 81,NA,NA,1948,6,29,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wawa,NA,NA,1947,8,14,2,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wawa d 30,NA,NA,1949,8,13,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wawa L., Ont",NA,NA,1938,9,17,9,NA,2,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wawa L., Ont",NA,NA,1938,9,17,3,NA,1,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wawa L., Ont",NA,NA,1939,8,19,1,NA,1,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wawa, Ont",NA,NA,1943,7,12,2,NA,0,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,1,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
"Wawa, Ont",NA,NA,1942,6,18,NA,1,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wawa, Ont",NA,NA,1942,6,18,7,NA,5,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wawa, Ont.",4759,8447,1938,6,30,30,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,2,Microgaster perone,NA,NA,NA,NA,NA,NA,NA,NA
"Wawa, Ont.",4759,8447,1938,6,30,30,NA,2,Tortricidae,Acleris variana,ACVA,solitary defoliators,1,Mesochorus sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Wawa, Ont.",4759,8447,1938,9,17,9,1,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Mesochorus sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Wawa, Ont.",4759,8447,1938,9,17,10,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Casinaria eupitheciae Vier.,NA,NA,NA,NA,NA,NA,NA,NA
"Wawa, Ont.",4759,8447,1939,8,19,1,NA,NA,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Hyposoter sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Wawa, Ont.",NA,NA,1938,8,17,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
